title,price,type,bedrooms,bathrooms,location,url,description,amenities,area,country,city,district,price_per_sqft,description_word_count,description_char_count,title_word_count,title_char_count,amenities_word_count,amenities_char_count,has_security_amenities,has_parking_amenities,has_pool_amenities,has_gym_amenities,has_kitchen_amenities,has_outdoor_amenities,has_luxury_amenities,has_utilities_amenities,total_amenities
Apartment for sale in Tilal Ain Saadeh,247000.0,Apartment,3.0,3.0,"Tilal Ain Saade, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM155R/apartment-for-sale-tilal-ain-saade-lebanon-GOLD-GM155R,"Apartment for sale in Tilal Ain Saadeh Location: Tilal Ain Saadeh - Metn  Size: 190sqm  3 bedrooms  3 bathrooms New building Unfurnished  Sea and Mountain View Price: 247,000$  Reference Number: GM155R  Contact Golden Mark Real Estate for more details Reference GM155R 247,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'City View']",2045.0,Lebanon,Tilal Ain Saade,El Metn ,120.78239608801955,45,291,7,38,13,104,0,1,0,0,0,1,0,1,7
Apartment for sale in Monteverde,420000.0,Apartment,3.0,3.0,"Monteverde, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM221R/apartment-for-sale-monteverde-lebanon-GOLD-GM221R,"Apartment for sale in Monteverde  Location: Monteverde - Metn  Size: 210sqm  3 bedrooms 3 bathrooms  Luxurious Apartment  Unfurnished  Mountain View Price: 420,000$  Reference Number: GM221R  Contact Golden Mark Real Estate for more details Reference GM221R 420,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed', 'City View']",2260.0,Lebanon,Monteverde,El Metn ,185.84070796460176,39,280,5,32,10,87,0,1,0,0,0,1,0,0,6
Apartment for sale in Jal El Dib,350000.0,Apartment,3.0,3.0,"Jal el Dib, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM158R/apartment-for-sale-jal-el-dib-lebanon-GOLD-GM158R,"Apartment for sale in Jal El Dib Location: Jal El Dib - Metn  Size: 250sqm  Terrace Available 3 bedrooms  3 bathrooms Fully furnished  Sea and Mountain View Price: 350,000$  Reference Number: GM158R  Contact Golden Mark Real Estate for more details Reference GM158R 350,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace', 'City View']",2691.0,Lebanon,Jal el Dib,El Metn ,130.06317354143442,46,288,7,32,20,164,0,1,0,0,0,3,0,1,11
Apartment for sale in Fanar,500000.0,Apartment,4.0,4.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM282R/apartment-for-sale-fanar-lebanon-GOLD-GM282R,"Apartment for sale in Fanar  Location: Fanar - Metn Size: 250 sqm  4 bedrooms  4 bathrooms  Unfurnished  Maid Room Sea View Private Building Price: 500,000$  Reference Number: GM282R  Contact Golden Mark Real Estate for more details Reference GM282R 500,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Concierge', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace', 'City View']",2691.0,Lebanon,Fanar,El Metn ,185.8045336306206,42,272,5,27,18,145,0,0,0,0,0,3,0,1,10
Apartment for sale in Fanar,500000.0,Apartment,4.0,4.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM276R/apartment-for-sale-fanar-lebanon-GOLD-GM276R,"Apartment for sale in Fanar Location: Fanar - Metn  Size: 320 sqm  ⁠35 sqm terrace 35 sqm extra room 4 bedrooms 4 Bathrooms ⁠Maid room Deed available  2 underground parking ⁠cave Ready for registration Calm surrounding panoramic view ⁠luxurious building  Building age 3 years Elevator available  Unfurnished  Price: Starting: 500,000$  Reference Number: GM276R  Contact Golden Mark Real Estate for more details Reference GM276R 500,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace', 'City View']",4144.0,Lebanon,Fanar,El Metn ,120.65637065637065,67,450,5,27,20,164,0,1,0,0,0,3,0,1,11
Apartment for sale in Fanar,285000.0,Apartment,3.0,4.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM257R/apartment-for-sale-fanar-lebanon-GOLD-GM257R,"Apartment for sale in Fanar Location: Fanar - Metn Size: 175 sqm  65 sqm Terrace Rooftop 3 bedrooms 4 bathrooms  Unfurnished Panoramic View  Price: 285,000$ Reference Number: GM257R Contact Golden Mark Real Estate for more details Reference GM257R 285,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace']",1884.0,Lebanon,Fanar,El Metn ,151.27388535031847,42,270,5,27,14,119,0,1,0,0,0,2,0,1,8
Apartment for sale in Fanar,280000.0,Apartment,3.0,3.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM210R/apartment-for-sale-fanar-lebanon-GOLD-GM210R,"Apartment for sale in Fanar  Location: Fanar - Metn  Size: 180sqm  100sqm Terrace  3 bedrooms  3 bathrooms Unfurnished  Price: 280,000$  Reference Number: GM210R  Contact Golden Mark Real Estate for more details Reference GM210R 280,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed']",1938.0,Lebanon,Fanar,El Metn ,144.47884416924666,37,251,5,27,8,74,0,1,0,0,0,1,0,0,5
Apartment for sale in Dekweneh,220000.0,Apartment,3.0,3.0,"Dekwaneh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM232R/apartment-for-sale-dekwaneh-lebanon-GOLD-GM232R,"Apartment for sale in Dekweneh Location: Dekweneh - Metn  Size: 155sqm  3 bedrooms  3 bathrooms  Unfurnished Open View Quite Area  Price: 220,000$  Reference Number: GM232R  Contact Golden Mark Real Estate for more details Reference GM232R 220,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'City View']",1668.0,Lebanon,Dekwaneh,El Metn ,131.89448441247004,39,262,5,30,13,104,0,1,0,0,0,1,0,1,7
Apartment for sale in Dekweneh,200000.0,Apartment,3.0,3.0,"Dekwaneh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM227R/apartment-for-sale-dekwaneh-lebanon-GOLD-GM227R,"Apartment for sale in Dekweneh   Location: Dekweneh - Metn  Size: 200sqm  3 bedrooms  3 bathrooms  Fully furnished Price: 200,000$  Reference Number: GM227R  Contact Golden Mark Real Estate for more details Reference GM227R 200,000 USD Save Share","['Concierge', 'Covered Parking', 'Pets Allowed', 'Central A/C']",2153.0,Lebanon,Dekwaneh,El Metn ,92.89363678588016,36,246,5,30,7,63,0,1,0,0,0,0,0,0,4
Apartment for sale in Dekweneh,110000.0,Apartment,3.0,3.0,"Dekwaneh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM225R/apartment-for-sale-dekwaneh-lebanon-GOLD-GM225R,"Apartment for sale in Dekweneh   Location: Dekweneh - Metn  Size: 130sqm  3 bedrooms  3 bathrooms  Fully furnished Price: 110,000$  Reference Number: GM225R  Contact Golden Mark Real Estate for more details Reference GM225R 110,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed']",1399.0,Lebanon,Dekwaneh,El Metn ,78.62759113652609,36,246,5,30,8,74,0,1,0,0,0,1,0,0,5
Apartment for sale in Biakout,150000.0,Apartment,2.0,2.0,"Biaqout, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM280R/apartment-for-sale-biaqout-lebanon-GOLD-GM280R,"Apartment for sale in Biakout Location: Biakout- Metn Size: 103 sqm  2 bedrooms  2 bathrooms  Fully furnished Sea View  Price: 150,000$/month  Reference Number: GM280R Contact Golden Mark Real Estate for more details Reference GM280R 150,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed']",1109.0,Lebanon,Biaqout,El Metn ,135.2569882777277,38,256,5,29,11,91,0,1,0,0,0,1,0,1,6
Apartment for sale in Beit El Chaar,145000.0,Apartment,3.0,2.0,"Beit el Chaar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM272R/apartment-for-sale-beit-el-chaar-lebanon-GOLD-GM272R,"Apartment for sale in Beit El Chaar  Location: Beit El Chaar - Metn Size: 145 sqm  3 bedrooms  2 bathrooms  Fully furnished Price: 145,000$  Reference Number: GM272R  Contact Golden Mark Real Estate for more details Reference GM272R 145,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed']",1550.0,Lebanon,Beit el Chaar,El Metn ,93.54838709677419,41,255,7,35,8,74,0,1,0,0,0,1,0,0,5
Apatment for sale in Dbayeh,391000.0,Apartment,3.0,3.0,"Dbayeh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM154R/apartment-for-sale-dbayeh-lebanon-GOLD-GM154R,"Apartment for sale in Dbayeh  Location: Dbayeh - Metn  Size: 230sqm  Terrace available  3 bedrooms  3 bathrooms New building Unfurnished  Sea View Price: 391,000$  Reference Number: GM154R  Contact Golden Mark Real Estate for more details Reference GM154R 391,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'View of Water']",2476.0,Lebanon,Dbayeh,El Metn ,157.91599353796445,41,278,5,27,7,56,0,0,0,0,0,1,0,1,4
Apartment for sale in Tilal Ain Saadeh,230000.0,Apartment,3.0,3.0,"Tilal Ain Saade, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM127R/apartment-for-sale-tilal-ain-saade-lebanon-GOLD-GM127R,"Apartment for sale in Tilal Ain Saadeh Location: Tilal Ain Saadeh - Metn  Size: 177sqm  3 bedrooms  3 bathrooms New building Sea and Mountain View Unfurnished  Price: 230,000$  Reference Number: GM127R  Contact Golden Mark Real Estate for more details Reference GM127R 230,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'City View']",1905.0,Lebanon,Tilal Ain Saade,El Metn ,120.73490813648294,45,291,7,38,13,104,0,1,0,0,0,1,0,1,7
Apartment for sale in Fanar,180000.0,Apartment,2.0,2.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM237R/apartment-for-sale-fanar-lebanon-GOLD-GM237R,"Apartment for sale in Fanar Location: Fanar - Metn  Size: 130sqm  2 bedrooms  2 bathrooms  Unfurnished  Open View Price: 180,000$  Reference Number: GM237R  Contact Golden Mark Real Estate for more details Reference GM237R 180,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'City View']",1389.0,Lebanon,Fanar,El Metn ,129.58963282937364,37,245,5,27,13,104,0,1,0,0,0,1,0,1,7
Apartment for sale in Roumieh,315000.0,Apartment,2.0,3.0,"Roumieh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM219R/apartment-for-sale-roumieh-lebanon-GOLD-GM219R,"Apartment for sale in Roumieh  Location: Roumieh - Metn  Size: 160sqm  100sqm Terrace  2 bedrooms   3 bathrooms Fully Furnished Fully Decorated Solar System Available Sea and Mountain View   Price: 315,000$   Reference Number: GM219R  Contact Golden Mark Real Estate for more details Reference GM219R 315,000 USD Save Share","['Central A/C', 'Balcony', 'Private Garden', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace', 'City View']",2799.0,Lebanon,Roumieh,El Metn ,112.54019292604502,47,323,5,29,18,150,0,1,0,0,0,3,0,1,10
Apartment for sale in Naccache,170000.0,Apartment,3.0,2.0,"Naqqache, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM183R/apartment-for-sale-naqqache-lebanon-GOLD-GM183R,"Apartment for sale in Naccache  Location: Naccache - Metn  Size: 190sqm  3 bedrooms  2 bathrooms Unfurnished  Sea View Price: 170,000$  Reference Number: GM183R  Contact Golden Mark Real Estate for more details Reference GM183R 170,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed']",2045.0,Lebanon,Naqqache,El Metn ,83.12958435207824,37,250,5,30,11,91,0,1,0,0,0,1,0,1,6
Apartment for sale in Nabay,290000.0,Apartment,3.0,3.0,"Nabay, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM246R/apartment-for-sale-nabay-lebanon-GOLD-GM246R,"Apartment for sale in Nabay Location: Nabay - Metn Size: 180sqm  3 bedrooms  3 bathrooms  Unfurnished Sea View  Price: 290,000$  Reference Number: GM246R  Contact Golden Mark Real Estate for more details Reference GM246R 290,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed']",1938.0,Lebanon,Nabay,El Metn ,149.63880288957688,37,243,5,27,11,91,0,1,0,0,0,1,0,1,6
Apartment for sale in Dekweneh,325000.0,Apartment,2.0,3.0,"Dekwaneh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM228R/apartment-for-sale-dekwaneh-lebanon-GOLD-GM228R,"Apartment for sale in Dekweneh   Location: Dekweneh - Metn  Size: 140sqm  2 bedrooms  3 bathrooms  Unfurnished Luxurious Apartment  Panoramic View  Price: 325,000$  Reference Number: GM228R  Contact Golden Mark Real Estate for more details Reference GM228R 325,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'City View']",1507.0,Lebanon,Dekwaneh,El Metn ,215.66025215660252,39,279,5,30,13,104,0,1,0,0,0,1,0,1,7
Apartment for sale in Dekweneh,560000.0,Apartment,4.0,3.0,"Dekwaneh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM253R/apartment-for-sale-dekwaneh-lebanon-GOLD-GM253R,"Apartment for sale in Dekweneh  Location: Dekweneh - Metn Size: 260sqm  4 bedrooms  3 bathrooms  Unfurnished  Price: 560,000$  Reference Number: GM253R  Contact Golden Mark Real Estate for more details Reference GM253R 560,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed']",2799.0,Lebanon,Dekwaneh,El Metn ,200.0714540907467,35,241,5,30,8,74,0,1,0,0,0,1,0,0,5
Duplex for sale in Fanar,300000.0,Duplex,4.0,4.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM209R/duplex-for-sale-fanar-lebanon-GOLD-GM209R,"Duplex for sale in Fanar   Location: Fanar - Metn  Size: 230sqm  Terrace available  4 bedrooms  4 bathrooms New building Unfurnished  Mountain and Sea View Price: 300,000$  Reference Number: GM209R  Contact Golden Mark Real Estate for more details Reference GM209R 300,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace', 'City View']",2476.0,Lebanon,Fanar,El Metn ,121.16316639741518,43,287,5,24,18,146,0,1,0,0,0,2,0,1,10
Duplex for sale in Jdeideh,280000.0,Duplex,3.0,3.0,"Jdeideh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM181R/duplex-for-sale-jdeideh-lebanon-GOLD-GM181R,"Duplex for sale in Jdeideh  Location: Jdeideh - Metn  Size: 230sqm  3 bedrooms  3 bathrooms Unfurnished  Luxurious and Private Building Price: 280,000$  Reference Number: GM181R  Contact Golden Mark Real Estate for more details Reference GM181R 280,000 USD Save Share","['Central A/C', 'Balcony', 'Pets Allowed', 'Covered Parking', 'Concierge']",2476.0,Lebanon,Jdeideh,El Metn ,113.08562197092084,39,267,5,26,8,74,0,1,0,0,0,1,0,0,5
Duplex for sale in Sabtieh,230000.0,Duplex,4.0,3.0,"Sabtiyeh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM200R/duplex-for-sale-sabtiyeh-lebanon-GOLD-GM200R,"Duplex for sale in Sabtieh  Location: Sabtieh - Metn  Size: 200sqm  100sqm Terrace 4 bedrooms  3 bathrooms Unfurnished  City View Price: 230,000$  Reference Number: GM200R  Contact Golden Mark Real Estate for more details Reference GM200R 230,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed', 'Barbecue Area', 'Terrace']",3229.0,Lebanon,Sabtiyeh,El Metn ,71.2294828120161,39,261,5,26,11,102,0,1,0,0,0,2,0,0,7
Duplex for sale in Tilal Ain Saadeh,318000.0,Duplex,3.0,3.0,"Tilal Ain Saade, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM224R/duplex-for-sale-tilal-ain-saade-lebanon-GOLD-GM224R,"Duplex for sale in Tilal Ain Saadeh  Location: Tilal Ain Saadeh - Metn  Size: 136sqm  100 sqm Rooftop  3 bedrooms  3 bathrooms  New building Unfurnished  Open Sea View Price: 318,000$  Reference Number: GM224R  Contact Golden Mark Real Estate for more details Reference GM224R 318,000 USD Save Share","['Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Barbecue Area', 'Terrace']",2540.0,Lebanon,Tilal Ain Saade,El Metn ,125.19685039370079,47,299,7,35,11,93,0,1,0,0,0,1,0,1,6
Apartment for sale in Fanar,180000.0,Apartment,2.0,2.0,"Fanar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM283R/apartment-for-sale-fanar-lebanon-GOLD-GM283R,"Apartment for sale in Fanar  Location: Fanar - Metn Size: 106 sqm  2 bedrooms  2 bathrooms  Unfurnished  Sea View Under Construction Price: 180,000$  Reference Number: GM283R  Contact Golden Mark Real Estate for more details Reference GM283R 180,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed']",1141.0,Lebanon,Fanar,El Metn ,157.75635407537249,40,264,5,27,11,91,0,1,0,0,0,1,0,1,6
Apartment for sale in Bsalim,325000.0,Apartment,3.0,3.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM135R/apartment-for-sale-bsalim-lebanon-GOLD-GM135R,"Apartment for sale in Bsalim Location: Bsalim - Metn  Size: 177sqm  3 bedrooms  3 bathrooms Delux Building  Unfurnished  Panoramic View Price: 325,000$  Reference Number: GM135R  Contact Golden Mark Real Estate for more details Reference GM135R 325,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'View of Water', 'Pets Allowed', 'City View']",1905.0,Lebanon,Bsalim,El Metn ,170.60367454068242,39,267,5,28,13,104,0,1,0,0,0,1,0,1,7
Apartment for sale in Bsalim,300000.0,Apartment,3.0,3.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM204R/apartment-for-sale-bsalim-lebanon-GOLD-GM204R,"Apartment for sale in Bsalim  Location: Bsalim - Metn  Size: 156sqm  3 bedrooms  3 bathrooms Unfurnished  30% Down Payment Price: 300,000$  Reference Number: GM204R  Contact Golden Mark Real Estate for more details Reference GM204R 300,000 USD Save Share","['Central A/C', 'Covered Parking', 'Pets Allowed', 'View of Water', 'City View']",1679.0,Lebanon,Bsalim,El Metn ,178.6777843954735,38,254,5,28,11,80,0,1,0,0,0,0,0,1,5
Apartment for sale in Bsalim,250000.0,Apartment,3.0,3.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM120R/apartment-for-sale-bsalim-lebanon-GOLD-GM120R,"Apartment for sale in Bsalim  Location: Bsalim -Metn  Size: 200sqm  3 bedrooms  3 bathrooms Unfurnished  Price: 250,000$  Reference Number: GM120R  Contact Golden Mark Real Estate for more details Reference GM120R 250,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed']",2153.0,Lebanon,Bsalim,El Metn ,116.1170459823502,34,236,5,28,8,74,0,1,0,0,0,1,0,0,5
Apartment for sale in Bsalim,225000.0,Apartment,2.0,2.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM242R/apartment-for-sale-bsalim-lebanon-GOLD-GM242R,"Apartment for sale in Bsalim Location: Bsalim - Metn Size: 130sqm  2 bedrooms  2 bathrooms  Unfurnished  Price: 225,000$  Reference Number: GM242R  Contact Golden Mark Real Estate for more details Reference GM242R 225,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Pets Allowed']",1399.0,Lebanon,Bsalim,El Metn ,160.8291636883488,35,236,5,28,8,74,0,1,0,0,0,1,0,0,5
Apartment for sale in Bqeneya,360000.0,Apartment,3.0,3.0,"Bqennaya, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM281R/apartment-for-sale-bqennaya-lebanon-GOLD-GM281R,"Apartment for sale in Bqeneya  Location: Bqeneya - Metn Size: 210 sqm  3 bedrooms  3 bathrooms  Unfurnished  Maid Room Panoramic View Private Building Price: 360,000$  Reference Number: GM281R  Contact Golden Mark Real Estate for more details Reference GM281R 360,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'View of Water', 'Pets Allowed', 'City View']",2260.0,Lebanon,Bqennaya,El Metn ,159.2920353982301,42,282,5,29,12,86,0,0,0,0,0,1,0,1,6
Apartment for sale in Baouchriyeh,140000.0,Apartment,2.0,2.0,"Baouchriyeh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM177R/apartment-for-sale-baouchriyeh-lebanon-GOLD-GM177R,"Apartment for sale in Baouchriyeh  Location: Baouchriyeh - Metn  Size: 100sqm  2 bedrooms  2 bathrooms Unfurnished  Price: 140,000$  Reference Number: GM177R  Contact Golden Mark Real Estate for more details Reference GM177R 140,000 USD Save Share","['Covered Parking', 'Concierge']",1076.0,Lebanon,Baouchriyeh,El Metn ,130.11152416356876,35,247,5,33,3,32,0,1,0,0,0,0,0,0,2
Apartment for sale in baouchriyeh,125000.0,Apartment,2.0,2.0,"Baouchriyeh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/GOLD-GM103R/apartment-for-sale-baouchriyeh-lebanon-GOLD-GM103R,"Apartment for sale in Baouchriyeh  Location: Baouchriyeh - Metn  Size: 120sqm  2 bedrooms 2 bathrooms  New building Unfurnished  Price: 125,000$  Reference Number: GM103R  Contact Golden Mark Real Estate for more details Reference GM103R 125,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking']",1292.0,Lebanon,Baouchriyeh,El Metn ,96.74922600619195,37,260,5,33,6,58,0,1,0,0,0,1,0,0,4
300SQM Beautiful Triplex Villa For sale in Chemlan,680000.0,Villa,4.0,6.0,"Chemlan, Mount Lebanon Governorate, Aley district",https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M035/villa-for-sale-chemlan-lebanon-MRE-M035,"300SQM Beautiful Triplex Villa For sale in Chemlan With Panoramic Views of the Beirut skyline and the Mediterranean Sea.  Sale Price: 680,000$ + 2.5% Brokerage Fees.    This Beautiful villa is: Land size: 620 sqm Built-up Area: 300sqm  Unit Features: . Salons, dining area, 2 Chimney and Balconies all around and Terraces.  . 4 Master Bedrooms  . 2 Kitchens, Maids Room With WC . 6 Bathrooms in Total . Huge Terrace and Balconies all around . Private Parking Space . AC,Heatind System For more info or to schedule a visit, do not hesitate to Call us on our Number. Reference M035 680,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony']",3229.0,Lebanon,Chemlan,Aley ,210.59151440074325,104,602,8,50,5,40,0,0,0,0,0,1,0,0,3
Duplex for Sale in Elissar with Terrace & Sea View,350000.0,Duplex,3.0,5.0,"Elissar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RA03/duplex-for-sale-elissar-lebanon-RWR-RA03,"Discover upscale living in this spacious 400 sqm duplex located in the serene and sought-after area of Elissar. Perfectly designed for comfort and elegance, this home features:  3 Master Bedrooms with en-suite bathrooms  5 Bathrooms in total  Expansive private terrace with stunning sea views  Large living and dining areas with natural light  Maid’s Room with dedicated bathroom  Storage Room for added convenience  3 Covered Parking spaces  Set in a quiet residential area with easy access to main roads, this property combines luxury, privacy, and functionality. Ideal for families seeking refined living close to the city yet away from the noise.  Who We Are?  Ray White International is part of Ray White that is a global Real Estate marketing and investment company with over 2,500 offices around the world and over 45,000 people working across many countries.  The company was started, in rural Australia, by Ray White in 1902, and has grown today to become one of the leading global Real Estate companies in the world serving satisfied customers across Australasia, the USA, India, and the Middle East.  The company has over 124 years of history in creating and developing successful careers and businesses in the fields of Real Estate marketing & investment, construction, leasing, and insurance.  We have a team of exceptional leaders that is well trained and experienced to deliver tangible value to our clients through a network of local and international locations. Reference RA03 350,000 USD Save Share",[],4306.0,Lebanon,Elissar,El Metn ,81.28193218764514,240,1516,10,50,1,2,0,0,0,0,0,0,0,0,0
