title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city
Spacious 3 Bedroom Apartment with 8th Floor View,3.0,2.0,2195,"Cihan city, Erbil",https://homele.com/properties/spacious-3-bedroom-apartment-with-8th-floor-view-79841,"Apartment For Sale, located in Erbil, Cihan city, with an area of 204m, the price is $150,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 8","['pool', 'parking', 'security', 'balcony']",Apartment,150000,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', 'Waste Disposal']",apartment sale located erbil cihan city area 204m price 150 000 negotiable consists 3 bedroom 1 kitchen 1 living room 2 bathroom floor number 8,spacious 3 bedroom apartment 8th floor view,Erbil
Elegant One-Bedroom Apartment for Sale,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/elegant-one-bedroom-apartment-for-sale-79842,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $105,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12","['parking', 'security', 'electricity', 'balcony']",Apartment,105000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil ramus tower area 105m price 105 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 12,elegant one bedroom apartment sale,Erbil
House Opposite Garden,4.0,3.0,1722,"Farmanbaran, Erbil",https://homele.com/properties/house-opposite-garden-79840,"House For Sale, located in Erbil, Farmanbaran (Amr Liwa), with an area of 160m, the price is $150,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,150000,IRAQ,[],house sale located erbil farmanbaran amr liwa area 160m price 150 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,house opposite garden,Erbil
Modern 2BR Apartment in Atlantic City,2.0,2.0,1130,"Atlantic City, Erbil",https://homele.com/properties/modern-2br-apartment-in-atlantic-city-79844,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 105m, the price is $64,000. - Building 21 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 7","['parking', 'security', 'sports_recreation']",Apartment,64000,IRAQ,"['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",apartment sale located erbil atlantic city area 105m price 64 000 building 21 consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 7,modern 2br apartment atlantic city,Erbil
"Modern 2BR Apartment, 8th Floor",2.0,2.0,1797,"Alaska Towers, Erbil",https://homele.com/properties/modern-2br-apartment-8th-floor-74865,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 167m, the price is $128,860. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 8","['parking', 'security', 'balcony']",Apartment,128860,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 167m price 128 860 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 8,modern 2br apartment 8th floor,Erbil
Modern 1-Bedroom Apartment in Erbil,1.0,1.0,871,"MRF Quattro Towers, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-in-erbil-79835,"Apartment For Sale, located in Erbil, MRF Quattro Towers, with an area of 81m, the price is $63,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 15",[],Apartment,63500,IRAQ,[],apartment sale located erbil mrf quattro tower area 81m price 63 500 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 15,modern 1 bedroom apartment erbil,Erbil
"Spacious 2-Bedroom Apartment, Great Views",2.0,2.0,1399,"Deru City 2, Sulaymaniyah",https://homele.com/properties/spacious-2-bedroom-apartment-great-views-79837,"Apartment For Sale, located in Sulaymaniyah, Deru City 2, with an area of 130m, the price is $72,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 10",[],Apartment,72000,IRAQ,[],apartment sale located sulaymaniyah deru city 2 area 130m price 72 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 10,spacious 2 bedroom apartment great view,Sulaymaniyah
Modern 3 Bedroom House,3.0,2.0,1076,"Hawlery Nwe, Erbil",https://homele.com/properties/modern-3-bedroom-house-79836,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 100m, the price is $110,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,110000,IRAQ,[],house sale located erbil hawlery nwe area 100m price 110 000 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom,modern 3 bedroom house,Erbil
Apartment with 3 Bedrooms,3.0,3.0,1840,"Emperor Hills Complex, Baghdad",https://homele.com/properties/apartment-with-3-bedrooms-74217,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 171m, the price is IQD 299,250,000. - Building C6 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 9","['parking', 'security', 'balcony']",Apartment,211037,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 171m price iqd 299 250 000 building c6 consists 3 bedroom 1 kitchen 1 hall 3 bathroom floor number 9,apartment 3 bedroom,Baghdad
Furnished Office For Sale,3.0,2.0,1410,"Old Ankawa, Erbil",https://homele.com/properties/furnished-office-for-sale-55194,"Furnished Office For Sale, located in Erbil, BAHRKA ROAD, with an area of 131m, the price is $109,000. The payment plan: - Down payment $20,000 - Remaining amount will be paid in 2 years monthly installment ($850) - Floor number: 8","['parking', 'air_conditioning', 'balcony']",Office,109000,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Central Heating', 'Storage Space']",furnished office sale located erbil bahrka road area 131m price 109 000 payment plan payment 20 000 remaining amount paid 2 year monthly installment 850 floor number 8,furnished office sale,Erbil
Spacious Apartment in Cihan City,3.0,3.0,2195,"Cihan city, Erbil",https://homele.com/properties/spacious-apartment-in-cihan-city-79823,"Apartment For Sale, located in Erbil, Cihan city, with an area of 204m, the price is $147,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 11",[],Apartment,147500,IRAQ,[],apartment sale located erbil cihan city area 204m price 147 500 consists 3 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 11,spacious apartment cihan city,Erbil
Modern 2-Bedroom Apartment in Erbil,2.0,2.0,1367,"Future City, Erbil",https://homele.com/properties/modern-2-bedroom-apartment-in-erbil-79828,"Apartment For Sale, located in Erbil, Future City, with an area of 127m, the price is $97,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 1","['parking', 'security', 'electricity', 'balcony']",Apartment,97500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil future city area 127m price 97 500 negotiable consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 1,modern 2 bedroom apartment erbil,Erbil
Luxury Sulaymaniyah apartment with stunning views,2.0,2.0,1517,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/luxury-sulaymaniyah-apartment-with-stunning-views-68055,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 141m, the price is $100,000. - project view payment plan: - Down payment $25,000 - with the Structure $25,000 - Handover the key $25,000 - Remaining amount $25,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16",[],Apartment,100000,IRAQ,[],apartment sale located sulaymaniyah slemani height area 141m price 100 000 project view payment plan payment 25 000 structure 25 000 handover key 25 000 remaining amount 25 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 16,luxury sulaymaniyah apartment stunning view,Sulaymaniyah
"Residential Plot For Sale, Baghlumnara section (11000)",3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-baghlumnara-section-11000-79829,"Residential Plot For Sale, located in Erbil, Baghlumnara section (11000), with an area of 300m, the price is $38,000. - Has a housing permit",[],Residential Plot,38000,IRAQ,[],residential plot sale located erbil baghlumnara section 11000 area 300m price 38 000 housing permit,residential plot sale baghlumnara section 11000,Erbil
"Residential Plot For Sale, Baghlumnara section (8000)",3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-baghlumnara-section-8000-79817,"Residential Plot For Sale, located in Erbil, Baghlumnara section (8000), with an area of 300m, the price is $62,000.",[],Residential Plot,62000,IRAQ,[],residential plot sale located erbil baghlumnara section 8000 area 300m price 62 000,residential plot sale baghlumnara section 8000,Erbil
Corner House,4.0,2.0,1506,"Zanayan, Erbil",https://homele.com/properties/corner-house-79827,"House For Sale, located in Erbil, Zanayan, with an area of 140m, the price is $145,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,145000,IRAQ,[],house sale located erbil zanayan area 140m price 145 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,corner house,Erbil
Modern Apartment with Stunning View,2.0,2.0,1593,"Boulevard, Erbil",https://homele.com/properties/modern-apartment-with-stunning-view-79822,"Apartment For Sale, located in Erbil, Boulevard, with an area of 148m, the price is $216,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 17",[],Apartment,216500,IRAQ,[],apartment sale located erbil boulevard area 148m price 216 500 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 17,modern apartment stunning view,Erbil
Commercial Building (200m²),3.0,2.0,2152,"Malik Mahmood Street (60m), Sulaymaniyah",https://homele.com/properties/commercial-building-200m2-79820,"Commercial Building For Sale, located in Sulaymaniyah, Malik Mahmood Street (60m), with an area of 200m, the price is $870,000.",[],Commercial Building,130000,IRAQ,[],commercial building sale located sulaymaniyah malik mahmood street 60m area 200m price 870 000,commercial building 200m,Sulaymaniyah
Modern House Opposite Garden,4.0,3.0,1291,"Brayaty, Erbil",https://homele.com/properties/modern-house-opposite-garden-79734,"House For Sale, located in Erbil, Brayaty, with an area of 120m, the price is $130,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,130000,IRAQ,[],house sale located erbil brayaty area 120m price 130 000 negotiable consists 4 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,modern house opposite garden,Erbil
House Opposite Garden,3.0,2.0,1076,"Brayaty, Erbil",https://homele.com/properties/house-opposite-garden-79819,"House For Sale, located in Erbil, Brayaty, with an area of 100m, the price is $110,000. Consists of: - 3 Bedrooms - 1 Kitchen - 2 Halls - 2 Bathrooms - Floor number: 2",[],House,110000,IRAQ,['Garret Room'],house sale located erbil brayaty area 100m price 110 000 consists 3 bedroom 1 kitchen 2 hall 2 bathroom floor number 2,house opposite garden,Erbil
Luxurious One-Bedroom Apartment in Erbil,1.0,1.0,1270,"Empire Diamond, Erbil",https://homele.com/properties/luxurious-one-bedroom-apartment-in-erbil-79808,"Apartment For Sale, located in Erbil, Empire Diamond, with an area of 118m, the price is $100,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 20","['parking', 'security', 'electricity', 'balcony']",Apartment,100000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire diamond area 118m price 100 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 20,luxurious one bedroom apartment erbil,Erbil
Modern Houe with 4 Bedrooms,4.0,4.0,2152,"Hiwa City, Erbil",https://homele.com/properties/modern-houe-with-4-bedrooms-79806,"House For Sale, located in Erbil, Hiwa City, with an area of 200m, the price is $200,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['parking', 'security', 'water_supply', 'electricity', 'balcony']",House,200000,IRAQ,"['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",house sale located erbil hiwa city area 200m price 200 000 consists 4 bedroom 1 kitchen 1 living room 2 hall 4 bathroom floor number 2,modern houe 4 bedroom,Erbil
Modern Apartment in Rami Towers,2.0,2.0,1829,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-rami-towers-79816,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 170m, the price is $117,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 23","['parking', 'security', 'electricity', 'balcony']",Apartment,117500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil ramus tower area 170m price 117 500 negotiable consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 23,modern apartment ramus tower,Erbil
Corner Residential Plot For Sale,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/corner-residential-plot-for-sale-79815,"Corner Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $65,000.",[],Residential Plot,65000,IRAQ,[],corner residential plot sale located erbil baghlumnara area 300m price 65 000,corner residential plot sale,Erbil
Residential Plot In Azza,3.0,2.0,3229,"Azza, Erbil",https://homele.com/properties/residential-plot-in-azza-79814,"Residential Plot For Sale, located in Erbil, Azza, with an area of 300m, the price is $35,000.",[],Residential Plot,35000,IRAQ,[],residential plot sale located erbil azza area 300m price 35 000,residential plot azza,Erbil
Qibla Orientation House,4.0,2.0,1614,"Sebardan, Erbil",https://homele.com/properties/qibla-orientation-house-79812,"House For Sale, located in Erbil, Sebardan near bazar, with an area of 150m, the price is $60,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2 -Rented, Monthly Income (400,000IQD)",[],House,60000,IRAQ,[],house sale located erbil sebardan near bazar area 150m price 60 000 consists 4 bedroom 1 kitchen 1 living room 2 hall 2 bathroom floor number 2 rented monthly income 400 000iqd,qibla orientation house,Erbil
Elegant House in Hiwa City,4.0,3.0,1959,"Hiwa City, Erbil",https://homele.com/properties/elegant-house-in-hiwa-city-79805,"House For Sale, located in Erbil, Hiwa City, with an area of 182m, the price is $187,500. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['parking', 'security', 'water_supply', 'electricity', 'balcony']",House,187500,IRAQ,"['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",house sale located erbil hiwa city area 182m price 187 500 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,elegant house hiwa city,Erbil
"Spacious House in Naz Naz, Erbil",4.0,4.0,2152,"Naz Naz, Erbil",https://homele.com/properties/spacious-house-in-naz-naz-erbil-79809,"House For Sale, located in Erbil, Naz Naz, with an area of 200m, the price is $250,000. Consists of: - 4 Bedrooms - 2 Kitchens - 2 Living Rooms - 1 Hall - 4 Bathrooms - Floor number: 2",[],House,250000,IRAQ,[],house sale located erbil naz naz area 200m price 250 000 consists 4 bedroom 2 kitchen 2 living room 1 hall 4 bathroom floor number 2,spacious house naz naz erbil,Erbil
Modern 1BR apartment in Star Towers,1.0,1.0,1065,"Star Towers, Erbil",https://homele.com/properties/modern-1br-apartment-in-star-towers-80447,"Apartment For Sale, located in Erbil, Star Towers, with an area of 99m, the price is $83,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 9",[],Apartment,83500,IRAQ,[],apartment sale located erbil star tower area 99m price 83 500 negotiable consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 9,modern 1br apartment star tower,Erbil
Modern Apartment,3.0,2.0,1463,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-79505,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 136m, the price is $108,800. - Building B8 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 8","['parking', 'security', 'electricity', 'balcony']",Apartment,108800,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah qaiwan height area 136m price 108 800 building b8 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 8,modern apartment,Sulaymaniyah
Modern Studio Apartment in Prime Location,3.0,1.0,678,"Empire Wings, Erbil",https://homele.com/properties/modern-studio-apartment-in-prime-location-79797,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 63m, the price is $77,700 (Negotiable). Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 18","['security', 'electricity', 'balcony']",Apartment,77700,IRAQ,"['Balcony', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire wing area 63m price 77 700 negotiable consists studio 1 kitchen 1 hall 1 bathroom floor number 18,modern studio apartment prime location,Erbil
Furnished Apartment For Sale,2.0,2.0,1280,"Zaniary Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-79786,"Furnished Apartment For Sale, located in Erbil, Zaniary Towers, with an area of 119m, the price is $102,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16",[],Apartment,102500,IRAQ,[],furnished apartment sale located erbil zaniary tower area 119m price 102 500 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 16,furnished apartment sale,Erbil
Studio Apartment For Sale,3.0,1.0,861,"Rami Towers, Erbil",https://homele.com/properties/studio-apartment-for-sale-79802,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 80m, the price is $54,000. Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 11","['parking', 'security', 'electricity', 'balcony']",Apartment,54000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil ramus tower area 80m price 54 000 consists studio 1 kitchen 1 hall 1 bathroom floor number 11,studio apartment sale,Erbil
Corner House,4.0,3.0,2109,"Ali Kamal, Sulaymaniyah",https://homele.com/properties/corner-house-79801,"House For Sale, located in Sulaymaniyah, Ali Kamal, with an area of 196m, the price is $175,000. Consists of: - 4 Bedrooms - 2 Kitchens - 2 Living Rooms - 2 Halls - 3 Bathrooms",[],House,175000,IRAQ,[],house sale located sulaymaniyah ali kamal area 196m price 175 000 consists 4 bedroom 2 kitchen 2 living room 2 hall 3 bathroom,corner house,Sulaymaniyah
VIP Apartment,4.0,3.0,2551,"Tulip Towers, Erbil",https://homele.com/properties/vip-apartment-79799,"Apartment For Sale, located in Erbil, Tulip Towers, with an area of 237m, the price is $279,200. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 16","['parking', 'security', 'electricity', 'balcony']",Apartment,279200,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil tulip tower area 237m price 279 200 consists 4 bedroom 1 kitchen 1 living room 3 bathroom floor number 16,vip apartment,Erbil
One Floor House,2.0,1.0,2152,"Lawan City, Erbil",https://homele.com/properties/one-floor-house-79789,"House For Sale, located in Erbil, Lawan City, with an area of 200m, the price is $82,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom",['parking'],House,82500,IRAQ,"['Parking Spaces', 'Green Area']",house sale located erbil lawan city area 200m price 82 500 consists 2 bedroom 1 kitchen 1 living room 1 hall 1 bathroom,one floor house,Erbil
Cozy 4 bedroom home,4.0,4.0,2604,"Aram Village 2, Erbil",https://homele.com/properties/cozy-4-bedroom-home-79793,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m, the price is $255,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2",[],House,255000,IRAQ,[],house sale located erbil aram village 2 area 242m price 255 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 4 bathroom floor number 2,cozy 4 bedroom home,Erbil
House Opposite Garden,4.0,4.0,3444,"Spanish Village 2, Erbil",https://homele.com/properties/house-opposite-garden-74907,"House For Sale, located in Erbil, Spanish Village 2, with an area of 320m, the price is $400,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['parking', 'security', 'water_supply', 'electricity', 'balcony']",House,400000,IRAQ,"['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",house sale located erbil spanish village 2 area 320m price 400 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,house opposite garden,Erbil
Apartment (105m²),2.0,2.0,1130,"Atlantic City, Erbil",https://homele.com/properties/apartment-105m2-79791,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 105m, the price is $64,000. - Building 21 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 7","['parking', 'security', 'sports_recreation']",Apartment,64000,IRAQ,"['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",apartment sale located erbil atlantic city area 105m price 64 000 building 21 consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 7,apartment 105m,Erbil
3-bedroom house,3.0,2.0,1345,"Qarabw, Erbil",https://homele.com/properties/3-bedroom-house-79790,"House For Sale, located in Erbil, Qarabw, with an area of 125m, the price is $60,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,60000,IRAQ,[],house sale located erbil qarabw area 125m price 60 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,3 bedroom house,Erbil
"Office in Lebanese Village, 131m²",3.0,2.0,1410,"Bahrka Road, Erbil",https://homele.com/properties/office-in-lebanese-village-131m2-55204,"Office For Sale, located in Erbil, Old Ankawa, with an area of 131m, the price is $100,000. The payment plan: - Down payment $10,000 - Remaining amount will be paid in 2 years monthly installment ($800) - Floor number: 5","['security', 'electricity', 'balcony', 'reception']",Office,100000,IRAQ,"['Balcony', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security', 'Reception', '24hr Electricity']",office sale located erbil old ankawa area 131m price 100 000 payment plan payment 10 000 remaining amount paid 2 year monthly installment 800 floor number 5,office lebanese village 131m,Erbil
Spacious House in Atlantic City,4.0,3.0,2152,"Atlantic City, Erbil",https://homele.com/properties/spacious-house-in-atlantic-city-79788,"House For Sale, located in Erbil, Atlantic City, with an area of 200m, the price is $122,500. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",['parking'],House,122500,IRAQ,"['Parking Spaces', 'Green Area']",house sale located erbil atlantic city area 200m price 122 500 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,spacious house atlantic city,Erbil
Furnished Apartment For Sale,3.0,3.0,1980,"MRF Quattro Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-79787,"Furnished Apartment For Sale, located in Erbil, MRF Quattro Towers, with an area of 184m, the price is $120,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 1",[],Apartment,120000,IRAQ,[],furnished apartment sale located erbil mrf quattro tower area 184m price 120 000 consists 3 bedroom 1 kitchen 1 hall 3 bathroom floor number 1,furnished apartment sale,Erbil
Apartment in Cash,2.0,2.0,1313,"Lalav Sky View, Erbil",https://homele.com/properties/apartment-in-cash-79740,"Apartment For Sale, located in Erbil, Lalav Sky View, with an area of 122m, the price is $55,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 15","['pool', 'parking', 'security', 'electricity', 'balcony']",Apartment,55000,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', '24hr Electricity']",apartment sale located erbil lalav sky view area 122m price 55 000 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 15,apartment cash,Erbil
1 Bedroom Apartment for sale,1.0,1.0,1022,"Empire Wings, Erbil",https://homele.com/properties/1-bedroom-apartment-for-sale-69010,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 95m, the price is $95,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 25","['security', 'water_supply', 'electricity', 'balcony']",Apartment,95000,IRAQ,"['Balcony', 'Security Staff', '24hr Electricity', '24hr Water']",apartment sale located erbil empire wing area 95m price 95 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 25,1 bedroom apartment sale,Erbil
"Building D5, 2nd floor, Apt.4",3.0,2.0,2206,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/building-d5-2nd-floor-apt4-70525,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 205m, the price is $160,000. Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],Apartment,160000,IRAQ,[],apartment sale located sulaymaniyah slemani height area 205m price 160 000 payment plan payment 80 000 handover key 80 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,building d5 2nd floor apt 4,Sulaymaniyah
Cozy 4-Bedroom Home in Erbil,4.0,2.0,2152,"Kurdistan City, Erbil",https://homele.com/properties/cozy-4-bedroom-home-in-erbil-76640,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m, the price is $112,500. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",House,112500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located erbil kurdistan city area 200m price 112 500 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,cozy 4 bedroom home erbil,Erbil
Land Opposite Garden,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/land-opposite-garden-79699,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $28,000.",[],Residential Plot,28000,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 28 000,land opposite garden,Erbil
Cozy 1-bedroom apartment in Alaska Towers,1.0,1.0,1087,"Alaska Towers, Erbil",https://homele.com/properties/cozy-1-bedroom-apartment-in-alaska-towers-74809,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 101m, the price is $77,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 7","['parking', 'security', 'balcony']",Apartment,77500,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 101m price 77 500 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 7,cozy 1 bedroom apartment alaska tower,Erbil
