title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city,description_word_count,title_word_count,num_amenities,amenity_sports_recreation,amenity_water_supply,amenity_library,amenity_mosque,amenity_office,amenity_electricity,amenity_basement,amenity_fireplace,amenity_pool,amenity_restaurant,amenity_balcony,amenity_maintenance,amenity_security,amenity_parking,amenity_reception,amenity_air_conditioning,amenity_school,amenity_kitchen,amenity_pets,kw_offer,kw_plan,kw_tourism,kw_commercial,kw_complex,kw_furnished,kw_building,kw_city,kw_floor,kw_hall,kw_kitchen,kw_located,kw_negotiable,kw_payment,kw_residential,kw_sale,kw_tower,kw_village,rooms_total,is_large_property,city_LE,total_rooms,area_per_room,bed_bath_ratio,is_family_sized,is_studio_flag,has_view,is_furnished,is_renovated,unique_word_count,avg_word_len
Elegant Two-Bedroom Apartment,2.0,2.0,1614,"Empire Square, Erbil",https://homele.com/properties/elegant-two-bedroom-apartment-81372,"Apartment For Sale, located in Erbil, Empire Square, with an area of 150m, the price is $154,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 15","['parking', 'security', 'electricity', 'balcony']",Apartment,154000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire square area 150m price 154 000 negotiable consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 15,elegant two bedroom apartment,Erbil,37,3,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0,2,4.0,403.5,0.6666666666666666,0,0,0,0,0,23,4.92
"Spacious Apartment in Erbil, Alaska Towers",2.0,2.0,1797,"Alaska Towers, Erbil",https://homele.com/properties/spacious-apartment-in-erbil-alaska-towers-68888,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 167m, the price is $128,860. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'security', 'balcony']",Apartment,128860,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 167m price 128 860 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,spacious apartment erbil alaska tower,Erbil,31,6,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,449.25,0.6666666666666666,0,0,0,0,0,18,4.65
Spacious Residential Plot in Baghdad,3.0,2.0,1646,"Al Hussain, Baghdad",https://homele.com/properties/spacious-residential-plot-in-baghdad-81348,"Code: 1031 Residential Plot For Sale, located in Baghdad, Al Hussain, with an area of 153m, the price is IQD 290,000,000 (Negotiable).",[],Residential Plot,204514,IRAQ,[],code 1031 residential plot sale located baghdad al hussain area 153m price iqd 290 000 000 negotiable,spacious residential plot baghdad,Baghdad,22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0,0,5.0,329.2,1.0,1,0,0,0,0,16,5.0
Comfortable Living in Louloua Residential Compound,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/comfortable-living-in-louloua-residential-compound-73294,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,comfortable living louloua residential compound,Kirkuk,40,6,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1,4,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,24,4.666666666666667
3BR Apartment in Kalar,3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/3br-apartment-in-kalar-65509,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $62,000. - kalar & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['parking', 'security', 'balcony']",Apartment,62000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 62 000 kalar rizgary view building a7 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom,3br apartment kalar,Kalar,72,4,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,3,4.0,298.5,1.5,1,0,1,0,0,36,4.568627450980392
External View Apartment,1.0,1.0,893,"Queen Tower, Erbil",https://homele.com/properties/external-view-apartment-81368,"Apartment For Sale, located in Erbil, Queen Tower, with an area of 83m, the price is $87,150. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 13",[],Apartment,87150,IRAQ,[],apartment sale located erbil queen tower area 83m price 87 150 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 13,external view apartment,Erbil,35,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,446.5,0.5,0,1,0,0,0,20,4.478260869565218
Apartment (3+1),3.0,2.0,2055,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-31-62643,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 191m, the price is $155,000. - Type A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 5","['security', 'balcony']",Apartment,155000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 191m price 155 000 type consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 5,apartment 3 1,Sulaymaniyah,38,2,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,8,5.0,411.0,1.0,1,0,0,0,0,23,4.916666666666667
Modern apartment For Sale,4.0,3.0,2529,"Cavalli Tower, Erbil",https://homele.com/properties/modern-apartment-for-sale-77884,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 235m, the price is $258,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - 1 Servant Room - Floor number: 19","['pool', 'parking', 'sports_recreation', 'balcony']",Apartment,258500,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Electricity Generator', 'Double Glazed Windows']",apartment sale located erbil cavalli tower area 235m price 258 500 consists 3 bedroom 1 kitchen 1 living room 3 bathroom 1 servant room floor number 19,modern apartment sale,Erbil,40,4,51,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1,2,7.0,361.2857142857143,1.0,1,0,0,0,0,23,4.62962962962963
Modern Family Home with 3 Bedrooms,3.0,2.0,2152,"Atlantic City, Erbil",https://homele.com/properties/modern-family-home-with-3-bedrooms-74771,"House For Sale, located in Erbil, Atlantic City, with an area of 200m, the price is $160,000. - Block K Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'kitchen', 'security', 'sports_recreation']",House,160000,IRAQ,"['Parking Spaces', 'Satellite/Cable TV', 'Security Staff', 'Waste Disposal', 'Furnished Kitchen', 'Playground']",house sale located erbil atlantic city area 200m price 160 000 block k consists 3 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,modern family home 3 bedroom,Erbil,38,6,55,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1,2,5.0,430.4,1.0,1,0,0,0,0,23,4.28
Cozy apartment with city views,1.0,1.0,1162,"Cavalli Tower, Erbil",https://homele.com/properties/cozy-apartment-with-city-views-81367,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 108m, the price is $118,000. - Gullan Mall View Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16",[],Apartment,118000,IRAQ,[],apartment sale located erbil cavalli tower area 108m price 118 000 gullan mall view consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 16,cozy apartment city view,Erbil,39,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,581.0,0.5,0,1,1,0,0,23,4.653846153846154
"Residential Plot in Mansour, Baghdad",3.0,2.0,1614,"Mansour, Baghdad",https://homele.com/properties/residential-plot-in-mansour-baghdad-81352,"Code: 1006 Residential Plot For Sale, located in Baghdad, Mansour, with an area of 150m, the price is IQD 798,000,000 (Negotiable).","['electricity', 'mosque', 'restaurant']",Residential Plot,130000,IRAQ,"['24hr Electricity', 'Internet', 'Green Area', 'Mosque', 'Restaurant', 'Cafeteria']",code 1006 residential plot sale located baghdad mansour area 150m price iqd 798 000 000 negotiable,residential plot mansour baghdad,Baghdad,21,5,39,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0,0,5.0,322.8,1.0,1,0,0,0,0,15,5.1875
Modern apartment in prime location,2.0,2.0,1076,"Zaniary Towers, Erbil",https://homele.com/properties/modern-apartment-in-prime-location-81193,"Apartment For Sale, located in Erbil, Zaniary Towers, with an area of 100m, the price is $100,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['parking', 'security', 'electricity', 'balcony']",Apartment,100000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil zaniary tower area 100m price 100 000 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 18,modern apartment prime location,Erbil,36,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,269.0,0.6666666666666666,0,0,0,0,0,22,4.875
Spacious apartment in Emperor Hills Complex,3.0,3.0,2206,"Emperor Hills Complex, Baghdad",https://homele.com/properties/spacious-apartment-in-emperor-hills-complex-68259,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m, the price is IQD 358,750,000. - Building A2 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['parking', 'security', 'balcony']",Apartment,252998,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 205m price iqd 358 750 000 building a2 consists 3 bedroom 1 kitchen 1 hall 3 bathroom,spacious apartment emperor hill complex,Baghdad,58,6,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1,0,6.0,367.6666666666667,0.75,1,0,0,0,0,33,5.297297297297297
Modern Apartment in Slemani Heights,2.0,2.0,1517,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-in-slemani-heights-69000,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 141m, the price is $110,000. - Sulaymanya View payment plan: - Down payment $27,500 - with the Structure $27,500 - Handover the key $27,500 - Remaining amount $27,500 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 15",[],Apartment,110000,IRAQ,[],apartment sale located sulaymaniyah slemani height area 141m price 110 000 sulaymanya view payment plan payment 27 500 structure 27 500 handover key 27 500 remaining amount 27 500 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 15,modern apartment slemani height,Sulaymaniyah,58,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,8,4.0,379.25,0.6666666666666666,0,0,1,0,0,32,4.926829268292683
Furnished Apartment For Sale,1.0,1.0,807,"Lalav Sun Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-81349,"Furnished Apartment For Sale, located in Erbil, Lalav Sun Towers, with an area of 75m, the price is $43,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 11",[],Apartment,43000,IRAQ,[],furnished apartment sale located erbil lalav sun tower area 75m price 43 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 11,furnished apartment sale,Erbil,37,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,403.5,0.5,0,1,0,1,0,22,4.6
Residential Plot in Baghdad for Sale,3.0,2.0,1797,"Daoudi, Baghdad",https://homele.com/properties/residential-plot-in-baghdad-for-sale-81342,"Code: 1093 Residential Plot For Sale, located in Baghdad, Daoudi, with an area of 167m, the price is IQD 724,780,000 (Negotiable).",[],Residential Plot,130000,IRAQ,[],code 1093 residential plot sale located baghdad daoudi area 167m price iqd 724 780 000 negotiable,residential plot baghdad sale,Baghdad,21,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0,0,5.0,359.4,1.0,1,0,0,0,0,16,5.125
Prime Location Plot in Baghdad,3.0,2.0,2206,"Al Adel, Baghdad",https://homele.com/properties/prime-location-plot-in-baghdad-81346,"Code: 1103 Residential Plot For Sale, located in Baghdad, Al Adel, with an area of 205m, the price is IQD 1,230,000,000 (Negotiable).",[],Residential Plot,130000,IRAQ,[],code 1103 residential plot sale located baghdad al adel area 205m price iqd 1 230 000 000 negotiable,prime location plot baghdad,Baghdad,22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1,0,5.0,441.2,1.0,1,0,0,0,0,17,4.611111111111111
Prime Residential Land in Al Hussain,3.0,2.0,538,"Al Hussain, Baghdad",https://homele.com/properties/prime-residential-land-in-al-hussain-81343,"Code: 1089 Residential Plot For Sale, located in Baghdad, Al Hussain, with an area of 50m, the price is IQD 162,000,000 (Negotiable).",[],Residential Plot,114246,IRAQ,[],code 1089 residential plot sale located baghdad al hussain area 50m price iqd 162 000 000 negotiable,prime residential land al hussain,Baghdad,22,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0,0,5.0,107.6,1.0,1,0,0,0,0,16,4.9411764705882355
Spacious Office For Sale in Empire Business Towers,3.0,1.0,1323,"Empire Business Towers, Erbil",https://homele.com/properties/spacious-office-for-sale-in-empire-business-towers-81301,"Office For Sale, located in Erbil, Empire Business Towers, with an area of 123m, the price is $135,000 (Negotiable). Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19","['parking', 'air_conditioning', 'security', 'electricity']",Office,135000,IRAQ,"['Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area', 'Air Conditioners Installed']",office sale located erbil empire business tower area 123m price 135 000 negotiable consists 1 kitchen 1 hall 1 bathroom floor number 19,spacious office sale empire business tower,Erbil,34,8,58,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,330.75,1.5,1,0,0,0,0,21,4.913043478260869
House Opposite Garden,4.0,2.0,1076,"Sarbakhoyi, Erbil",https://homele.com/properties/house-opposite-garden-81336,"House For Sale, located in Erbil, Sarbakhoyi, with an area of 100m, the price is $100,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2",[],House,100000,IRAQ,[],house sale located erbil sarbakhoyi area 100m price 100 000 consists 4 bedroom 1 kitchen 1 living room 2 hall 2 bathroom floor number 2,house opposite garden,Erbil,38,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0,2,6.0,179.33333333333334,1.3333333333333333,1,0,0,0,0,22,4.44
Spacious House in Aynda City 2,4.0,3.0,2325,"Aynda City 2, Erbil",https://homele.com/properties/spacious-house-in-aynda-city-2-81325,"House For Sale, located in Erbil, Aynda City 2, with an area of 216m, the price is $95,000. - Remaining amount 34,000,000 Iqd Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,95000,IRAQ,[],house sale located erbil aynda city 2 area 216m price 95 000 remaining amount 34 000 000 iqd consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,spacious house aynda city 2,Erbil,41,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1,2,7.0,332.14285714285717,1.0,1,0,0,0,0,26,4.133333333333334
Modern Apartment in Cavalli Tower,3.0,2.0,1851,"Cavalli Tower, Erbil",https://homele.com/properties/modern-apartment-in-cavalli-tower-81306,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 172m, the price is $180,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 19","['parking', 'security', 'electricity', 'balcony']",Apartment,180000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil cavalli tower area 172m price 180 000 negotiable consists 3 bedroom 1 kitchen 1 living room 2 bathroom floor number 19,modern apartment cavalli tower,Erbil,37,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0,2,5.0,370.2,1.0,1,0,0,0,0,24,4.92
Spacious Residential Plot in Al Yarmouk,3.0,2.0,4305,"Al Yarmouk, Baghdad",https://homele.com/properties/spacious-residential-plot-in-al-yarmouk-81316,"Residential Plot For Sale, located in Baghdad, Al Yarmouk, with an area of 400m, the price is IQD 1,848,000,000 (Negotiable).",[],Residential Plot,130000,IRAQ,[],residential plot sale located baghdad al yarmouk area 400m price iqd 1 848 000 000 negotiable,spacious residential plot al yarmouk,Baghdad,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1,0,5.0,861.0,1.0,1,0,0,0,0,15,4.875
Cozy Studio Apartment in Empire Wings,3.0,1.0,678,"Empire Wings, Erbil",https://homele.com/properties/cozy-studio-apartment-in-empire-wings-81321,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 63m, the price is $75,000 (Negotiable). Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19","['security', 'electricity']",Apartment,75000,IRAQ,"['Double Glazed Windows', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet', 'Green Area']",apartment sale located erbil empire wing area 63m price 75 000 negotiable consists studio 1 kitchen 1 hall 1 bathroom floor number 19,cozy studio apartment empire wing,Erbil,35,6,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0,2,4.0,169.5,1.5,1,0,0,0,0,21,4.826086956521739
Residential plot in Al Yarmouk area,3.0,2.0,2389,"Al Yarmouk, Baghdad",https://homele.com/properties/residential-plot-in-al-yarmouk-area-81305,"Code : 1063 Residential Plot For Sale, located in Baghdad, Al Yarmouk, with an area of 222m, the price is IQD 1,492,000,000 (Negotiable).",[],Residential Plot,130000,IRAQ,[],code 1063 residential plot sale located baghdad al yarmouk area 222m price iqd 1 492 000 000 negotiable,residential plot al yarmouk area,Baghdad,23,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1,0,5.0,477.8,1.0,1,0,0,0,0,17,4.777777777777778
Commercial Building for sale in Erbil,3.0,2.0,1980,"30m Street, Erbil",https://homele.com/properties/commercial-building-for-sale-in-erbil-81317,"Commercial Building For Sale, located in Erbil, 30m Street, with an area of 490m, the price is $890,000 (Negotiable). Consists of: - 6 Shops - Apartments - Floor number: 2",[],Commercial Building,130000,IRAQ,[],commercial building sale located erbil 30m street area 490m price 890 000 negotiable consists 6 shop apartment floor number 2,commercial building sale erbil,Erbil,30,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,396.0,1.0,1,0,0,0,0,20,5.3
"Cozy Apartment in Erbil, Alaska Towers",1.0,1.0,1087,"Alaska Towers, Erbil",https://homele.com/properties/cozy-apartment-in-erbil-alaska-towers-68311,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 101m, the price is $77,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom","['parking', 'security', 'electricity', 'balcony']",Apartment,77500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",apartment sale located erbil alaska tower area 101m price 77 500 consists 1 bedroom 1 kitchen 1 hall 1 bathroom,cozy apartment erbil alaska tower,Erbil,31,6,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,543.5,0.5,0,1,0,0,0,17,4.6
New House,5.0,3.0,2152,"Brayaty, Erbil",https://homele.com/properties/new-house-81310,"House For Sale, located in Erbil, Brayaty, with an area of 200m, the price is $190,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,190000,IRAQ,[],house sale located erbil brayaty area 200m price 190 000 consists 5 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,new house,Erbil,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1,2,8.0,269.0,1.25,1,0,0,0,0,23,4.32
Family Home in Kirkuk,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/family-home-in-kirkuk-73197,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,family home kirkuk,Kirkuk,40,4,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1,4,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,24,4.666666666666667
Investment Opportunity: Commercial House in Baghdad,3.0,2.0,2120,"Al Yarmouk, Baghdad",https://homele.com/properties/investment-opportunity-commercial-house-in-baghdad-81309,"code : 1104 Commercial House For Sale, located in Baghdad, Al Yarmouk, with an area of 197m, the price is IQD 3,150,000,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2","['parking', 'electricity', 'school', 'restaurant']",Commercial House,130000,IRAQ,"['Parking Spaces', '24hr Electricity', 'Green Area', 'Market', 'School', 'Restaurant']",code 1104 commercial house sale located baghdad al yarmouk area 197m price iqd 3 150 000 000 negotiable consists 3 bedroom 2 kitchen 1 living room 1 hall 2 bathroom floor number 2,investment opportunity commercial house baghdad,Baghdad,45,6,50,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,0,5.0,424.0,1.0,1,0,0,0,0,28,4.454545454545454
