title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,price_per_sqft,description_word_count,description_char_count,title_word_count,title_char_count,amenities_word_count,amenities_char_count,has_security_amenities,has_parking_amenities,has_pool_amenities,has_gym_amenities,has_kitchen_amenities,has_outdoor_amenities,has_luxury_amenities,has_utilities_amenities,total_amenities
House For Sale In Hawlery Nwe,2.0,2.0,1184.03,"Hawlery Nwe, Erbil",https://homele.com/properties/house-for-sale-in-hawlery-nwe-80674,"House For Sale, located in Erbil, Hawlery Nwe near 120m road, with an area of 110m², the price is $90,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2",[],House,90000.0,Iraq,76.01158754423453,42,202,6,29,1,2,0,0,0,0,0,0,0,0,0
Cozy One-Bedroom Apartment,1.0,1.0,957.99,"Boulevard, Erbil",https://homele.com/properties/cozy-one-bedroom-apartment-80666,"Apartment For Sale, located in Erbil, Boulevard, with an area of 89m², the price is $80,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 20","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Gym', 'Reception']",Apartment,80000.0,Iraq,83.50817858223989,35,183,3,26,9,84,2,1,1,1,0,1,0,0,6
Modern 2-Bed Apartment in Qaiwan Heights,2.0,1.0,1259.38,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-2-bed-apartment-in-qaiwan-heights-76324,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 117m², the price is $93,600. - Zone C15 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 6","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,93600.0,Iraq,74.32228556908954,38,194,6,40,11,104,2,1,1,0,0,1,0,1,6
Cozy Family Home with 4 Bedrooms,4.0,3.0,1506.95,"Brayaty, Erbil",https://homele.com/properties/cozy-family-home-with-4-bedrooms-80640,"House For Sale, located in Erbil, Brayaty, with an area of 140m², the price is $137,500. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,137500.0,Iraq,91.24390324828295,38,184,6,32,1,2,0,0,0,0,0,0,0,0,0
Luxury House,6.0,4.0,2281.95,"Brayaty, Erbil",https://homele.com/properties/luxury-house-80652,"House For Sale, located in Erbil, Brayaty, with an area of 212m², the price is $232,500 (Negotiable). Consists of: - 6 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2",[],House,232500.0,Iraq,101.88654440281339,39,197,2,12,1,2,0,0,0,0,0,0,0,0,0
Spacious House with 4 Bedrooms,4.0,4.0,2583.34,"Davos City, Erbil",https://homele.com/properties/spacious-house-with-4-bedrooms-80646,"House For Sale, located in Erbil, Davos City, with an area of 240m², the price is $240,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,240000.0,Iraq,92.90298605681016,35,168,5,30,1,2,0,0,0,0,0,0,0,0,0
Two Floor House,4.0,3.0,2023.61,"Brayaty, Erbil",https://homele.com/properties/two-floor-house-80653,"House For Sale, located in Erbil, Brayaty, with an area of 188m², the price is $160,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,160000.0,Iraq,79.06661856780704,35,178,3,15,1,2,0,0,0,0,0,0,0,0,0
Elegant 2-Bedroom Apartment in Erbil,2.0,1.0,1593.06,"Boulevard, Erbil",https://homele.com/properties/elegant-2-bedroom-apartment-in-erbil-80644,"Apartment For Sale, located in Erbil, Boulevard, with an area of 148m², the price is $167,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 18",[],Apartment,167500.0,Iraq,105.14356019233425,34,173,5,36,1,2,0,0,0,0,0,0,0,0,0
Family Home in Aram Village 2,4.0,4.0,2604.86,"Aram Village 2, Erbil",https://homele.com/properties/family-home-in-aram-village-2-79769,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m², the price is $255,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,255000.0,Iraq,97.89393671828812,36,172,6,29,1,2,0,0,0,0,0,0,0,0,0
Modern 3-Bedroom Apartment for Sale,3.0,2.0,2873.96,"Alaska Towers, Erbil",https://homele.com/properties/modern-3-bedroom-apartment-for-sale-76077,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 267m², the price is $203,072. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 6","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,203072.0,Iraq,70.65929936394383,35,177,5,35,12,108,2,1,1,0,0,1,0,0,6
Family Home For Sale,4.0,2.0,2152.78,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/family-home-for-sale-72783,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m², the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",House,126940.0,Iraq,58.96561655162162,40,203,4,20,10,93,2,0,0,0,0,1,0,2,6
External View Apartment,1.0,1.0,807.29,"Lalav Sun Towers, Erbil",https://homele.com/properties/external-view-apartment-78457,"Apartment For Sale, located in Erbil, Lalav Sun Towers, with an area of 75m², the price is $44,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 7",[],Apartment,44000.0,Iraq,54.50333832947268,37,189,3,23,1,2,0,0,0,0,0,0,0,0,0
Spacious Home in Spanish Village,4.0,3.0,4628.48,"Spanish Village, Erbil",https://homele.com/properties/spacious-home-in-spanish-village-80645,"House For Sale, located in Erbil, Spanish Village, with an area of 430m², the price is $370,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,370000.0,Iraq,79.93985066371683,35,173,5,32,1,2,0,0,0,0,0,0,0,0,0
Spacious Apartment in Slemani Heights,3.0,2.0,2206.6,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/spacious-apartment-in-slemani-heights-71371,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 205m², the price is $160,000. - Building D10, Ground floor, Apt.4 Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,160000.0,Iraq,72.50974349678238,48,268,5,37,11,104,2,1,1,0,0,1,0,1,6
Twin House,3.0,2.0,1076.39,"Bakhtyari, Erbil",https://homele.com/properties/twin-house-80630,"House For Sale, located in Erbil, Bakhtyari, with an area of 100m², the price is $135,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,135000.0,Iraq,125.41922537370283,35,182,2,10,1,2,0,0,0,0,0,0,0,0,0
Modern House with 4 Bedrooms,4.0,4.0,2583.34,"Davos City, Erbil",https://homele.com/properties/modern-house-with-4-bedrooms-80649,"House For Sale, located in Erbil, Davos City, with an area of 240m², the price is $240,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,240000.0,Iraq,92.90298605681016,35,168,5,28,1,2,0,0,0,0,0,0,0,0,0
House Opposite Garden,7.0,5.0,3229.17,"Mountain View, Erbil",https://homele.com/properties/house-opposite-garden-76133,"House For Sale, located in Erbil, Mountain View, with an area of 300m², the price is $310,000 (Negotiable). Consists of: - 7 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 5 Bathrooms - Floor number: 2","['Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Green Area', 'Duct Air Cooler', 'Garret Room']",House,310000.0,Iraq,95.9999009033281,40,203,3,21,14,110,0,1,1,0,0,0,0,0,6
Apartment (111m²),3.0,1.0,1194.79,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-111m2-65066,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,63000.0,Iraq,52.72893144401945,73,396,2,17,11,100,2,1,1,0,0,1,0,0,6
External View Apartment,1.0,1.0,1076.39,"Sky Towers, Erbil",https://homele.com/properties/external-view-apartment-74565,"Apartment For Sale, located in Erbil, Sky Towers, with an area of 100m², the price is $85,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,85000.0,Iraq,78.96766042047956,35,172,3,23,9,78,2,1,1,0,0,1,0,0,5
Modern 3-Bedroom Apartment in Zone A5,3.0,2.0,2368.06,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-3-bedroom-apartment-in-zone-a5-77467,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 220m², the price is $150,000. - Building A5 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,150000.0,Iraq,63.34298962019544,42,215,6,37,11,104,2,1,1,0,0,1,0,1,6
Furnished Apartment For Sale,3.0,1.0,678.13,"Empire Wings, Erbil",https://homele.com/properties/furnished-apartment-for-sale-75264,"Furnished Apartment For Sale, located in Erbil, Empire Wings, with an area of 63m², the price is $80,000. Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,80000.0,Iraq,117.9714803946146,35,180,4,28,9,78,2,1,1,0,0,1,0,0,5
Spacious Apartment in Empire Wings,2.0,2.0,1808.34,"Empire Wings, Erbil",https://homele.com/properties/spacious-apartment-in-empire-wings-79561,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 168m², the price is $160,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 25",[],Apartment,160000.0,Iraq,88.47893648318347,36,190,5,34,1,2,0,0,0,0,0,0,0,0,0
Modern Apartment with Stunning Views,1.0,1.0,893.4,"MRF Quattro Towers, Erbil",https://homele.com/properties/modern-apartment-with-stunning-views-80629,"Apartment For Sale, located in Erbil, MRF Quattro Towers, with an area of 83m², the price is $67,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 23",[],Apartment,67500.0,Iraq,75.55406312961719,37,192,5,36,1,2,0,0,0,0,0,0,0,0,0
One-Bedroom Apartment in Empire Diamond,1.0,1.0,979.51,"Empire Diamond, Erbil",https://homele.com/properties/one-bedroom-apartment-in-empire-diamond-80587,"Apartment For Sale, located in Erbil, Empire Diamond, with an area of 91m², the price is $85,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom","['Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Waste Disposal']",Apartment,85000.0,Iraq,86.77808291901053,32,163,5,39,13,123,2,1,1,0,0,0,0,0,6
Spacious 4 Bedroom Apartment in 4 Tower,4.0,2.0,2658.68,"4 Tower, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-in-4-tower-80496,"Apartment For Sale, located in Erbil, 4 Tower, with an area of 247m², the price is $150,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 8","['Balcony', 'Parking Spaces', '24hr Electricity', 'Internet', 'Market', 'Elevator']",Apartment,150000.0,Iraq,56.4189748296147,36,184,7,39,8,83,0,1,1,0,0,1,0,2,6
Spacious house with 5 bedrooms,5.0,3.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-78208,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $135,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,135000.0,Iraq,83.61255798685735,36,183,5,30,1,2,0,0,0,0,0,0,0,0,0
Spacious House with 5 Bedrooms,5.0,3.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-80637,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $132,500 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,132500.0,Iraq,82.06417728339703,36,184,5,30,1,2,0,0,0,0,0,0,0,0,0
Modern House,4.0,4.0,2583.34,"Davos City, Erbil",https://homele.com/properties/modern-house-80648,"House For Sale, located in Erbil, Davos City, with an area of 240m², the price is $240,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,240000.0,Iraq,92.90298605681016,35,168,2,12,1,2,0,0,0,0,0,0,0,0,0
Cozy Apartment in Cavalli Tower,1.0,1.0,1162.5,"Cavalli Tower, Erbil",https://homele.com/properties/cozy-apartment-in-cavalli-tower-79497,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 108m², the price is $118,800. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 7","['Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Waste Disposal']",Apartment,118800.0,Iraq,102.19354838709677,36,182,5,31,13,123,2,1,1,0,0,0,0,0,6
House Opposite Garden,4.0,3.0,1345.49,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-80635,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 125m², the price is $120,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,120000.0,Iraq,89.1868389954589,36,184,3,21,1,2,0,0,0,0,0,0,0,0,0
VIP House,4.0,5.0,2421.88,"Hawlery Nwe, Erbil",https://homele.com/properties/vip-house-80337,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 225m², the price is $305,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 5 Bathrooms","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",House,305000.0,Iraq,125.93522387566684,35,170,2,9,9,78,2,1,1,0,0,1,0,0,5
Furnished Apartment For Sale,2.0,1.0,1140.97,"Zanko Complex (Balambo), Sulaymaniyah",https://homele.com/properties/furnished-apartment-for-sale-80634,"Furnished Apartment For Sale, located in Sulaymaniyah, Zanko Complex (Balambo), with an area of 106m², the price is $76,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10",[],Apartment,76500.0,Iraq,67.04821336231453,38,216,4,28,1,2,0,0,0,0,0,0,0,0,0
Modern 2-Bedroom Apartment for Sale,2.0,2.0,1560.77,"Lalav City View, Erbil",https://homele.com/properties/modern-2-bedroom-apartment-for-sale-80633,"Apartment For Sale, located in Erbil, Lalav City View, with an area of 145m², the price is $75,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 9","['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', '24hr Electricity']",Apartment,75000.0,Iraq,48.05320450803129,36,178,5,35,11,101,2,1,3,0,0,1,0,1,6
Spacious House with Multiple Rooms,4.0,3.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/spacious-house-with-multiple-rooms-80632,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $115,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,115000.0,Iraq,71.22551235917477,40,202,5,34,3,29,0,1,1,0,0,1,0,0,2
Two Floor House,4.0,3.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-house-80625,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $130,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,130000.0,Iraq,80.5157965799367,39,188,3,15,1,2,0,0,0,0,0,0,0,0,0
Land with Garden and Building Permit,3.0,2.0,3229.17,"Baghlumnara, Erbil",https://homele.com/properties/land-with-garden-and-building-permit-80624,"Residential Plot For Sale, located in Erbil, Baghlumnara section (4000) two garden, with an area of 300m², the price is $72,500. - Has a housing permit",[],Residential Plot,72500.0,Iraq,22.451589727391248,26,151,6,36,1,2,0,0,0,0,0,0,0,0,0
Apartment in Cash,1.0,1.0,1011.81,"Empire Wings, Erbil",https://homele.com/properties/apartment-in-cash-80617,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 94m², the price is $95,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 23","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",Apartment,95000.0,Iraq,93.89114557080876,36,186,3,17,12,118,0,1,1,0,0,1,0,2,6
Spacious Apartment in Emperor Hills Complex,3.0,3.0,2206.6,"Emperor Hills Complex, Baghdad",https://homele.com/properties/spacious-apartment-in-emperor-hills-complex-67515,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m², the price is IQD 358,750,000. - Building A1 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",Apartment,252998.0,Iraq,114.65512553249343,58,332,6,43,12,108,2,1,1,0,0,1,0,0,6
Cozy apartment with sleek design,1.0,1.0,828.82,"Lalav Airport View, Erbil",https://homele.com/properties/cozy-apartment-with-sleek-design-80615,"Apartment For Sale, located in Erbil, Lalav Airport View, with an area of 77m², the price is $55,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 8","['24hr Electricity', 'Air Conditioners Installed', '24hr Water']",Apartment,55000.0,Iraq,66.35940252407036,37,191,5,32,7,64,0,0,0,0,0,0,0,2,3
House for sale in Brayati,3.0,2.0,1345.49,"Brayaty, Erbil",https://homele.com/properties/house-for-sale-in-brayati-80606,"House For Sale, located in Erbil, Brayaty, with an area of 125m², the price is $115,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Hall - 2 Bathrooms - Floor number: 2",['Duct Air Cooler'],House,115000.0,Iraq,85.47072070398144,35,181,5,25,3,19,0,0,0,0,0,0,0,0,1
Two Floor Corner House,5.0,3.0,1937.5,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-corner-house-78430,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 180m², the price is $198,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,198000.0,Iraq,102.19354838709677,39,188,4,22,1,2,0,0,0,0,0,0,0,0,0
Two Floor House,4.0,2.0,1506.95,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-house-79700,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 140m², the price is $137,500 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,137500.0,Iraq,91.24390324828295,36,182,3,15,1,2,0,0,0,0,0,0,0,0,0
Spacious house with 5 Bedrooms,5.0,3.0,2690.97,"Zin City, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-66851,"House For Sale, located in Erbil, Zin City, with an area of 250m², the price is $195,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Security Staff', 'Green Area', 'Kitchen Counter']",House,195000.0,Iraq,72.46457597074661,40,199,5,30,9,80,1,1,1,0,1,1,0,0,5
Quick Sale,2.0,2.0,1044.1,"Lalav Airport View, Erbil",https://homele.com/properties/quick-sale-80614,"Apartment For Sale, located in Erbil, Lalav Airport View, with an area of 97m², the price is $62,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 12","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,62500.0,Iraq,59.86016665070396,37,194,2,10,10,96,2,1,1,0,0,1,0,2,6
Modern Apartment with 1 Bedroom,1.0,1.0,807.29,"Rasan Towers, Erbil",https://homele.com/properties/modern-apartment-with-1-bedroom-80584,"Apartment For Sale, located in Erbil, Rasan Towers, with an area of 75m², the price is $41,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 3","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,41500.0,Iraq,51.406557742570826,36,185,5,31,10,96,2,1,1,0,0,1,0,2,6
Twin House,3.0,2.0,1076.39,"Hawlery Nwe, Erbil",https://homele.com/properties/twin-house-66669,"Two Houses For Sale, located in Erbil, Hawlery Nwe, with an area of each one 100m², the price of each one is $96,000 (Negotiable).. Each one consists of: - 3 Bedrooms - 2 Kitchens - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,96000.0,Iraq,89.18700471018867,44,221,2,10,3,29,0,1,1,0,0,1,0,0,2
House Opposite Garden,4.0,3.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-66043,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $140,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,140000.0,Iraq,86.70931939377799,40,202,3,21,3,29,0,1,1,0,0,1,0,0,2
House Opposite Garden,3.0,2.0,1345.49,"Sarbakhoyi, Erbil",https://homele.com/properties/house-opposite-garden-64465,"House For Sale, located in Erbil, Sarbakhoyi, with an area of 125m², the price is $100,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Kitchen Counter']",House,100000.0,Iraq,74.32236582954908,39,201,3,21,5,48,0,1,1,0,1,1,0,0,3
Spacious Family Home in Erbil,3.0,2.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/spacious-family-home-in-erbil-68166,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $135,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,135000.0,Iraq,83.61255798685735,40,201,5,29,3,29,0,1,1,0,0,1,0,0,2
Cozy 5-Bedroom House for Sale,5.0,2.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/cozy-5-bedroom-house-for-sale-65201,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $120,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Kitchen Counter']",House,120000.0,Iraq,74.32227376609542,40,202,5,29,5,48,0,1,1,0,1,1,0,0,3
Two Floor House,4.0,2.0,1722.22,"Chwar Chra, Sulaymaniyah",https://homele.com/properties/two-floor-house-80603,"House For Sale, located in Sulaymaniyah, Chwar Chra, with an area of 160m², the price is $130,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,130000.0,Iraq,75.48396836641079,36,188,3,15,1,2,0,0,0,0,0,0,0,0,0
Elegant 3-Bedroom Apartment for Sale,3.0,2.0,2368.06,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/elegant-3-bedroom-apartment-for-sale-77671,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 220m², the price is $150,000. - Building A5 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,150000.0,Iraq,63.34298962019544,38,200,5,36,11,104,2,1,1,0,0,1,0,1,6
Cozy House with Multiple Rooms,3.0,2.0,1969.79,"Hawlery Nwe, Erbil",https://homele.com/properties/cozy-house-with-multiple-rooms-65095,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 183m², the price is $145,000 (Negotiable).. Consists of: - 1 Market - 3 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Market', 'Kitchen Counter']",House,145000.0,Iraq,73.61190786835145,43,214,5,30,6,58,0,1,1,0,1,1,0,0,4
Corner Structure For Sale,3.0,2.0,4305.56,"Hiwa City, Erbil",https://homele.com/properties/corner-structure-for-sale-66858,"House For Sale, located in Erbil, Hiwa City, with an area of 400m², the price is $250,000 (Negotiable).","['Balcony', 'Parking Spaces', 'Security Staff', 'Green Area']",House,250000.0,Iraq,58.06445619152909,18,103,4,25,7,61,1,1,1,0,0,1,0,0,4
Apartment (3+1),3.0,1.0,1194.79,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-31-64951,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,63000.0,Iraq,52.72893144401945,73,396,2,15,11,100,2,1,1,0,0,1,0,0,6
Modern 2 Bedroom Apartment for Sale,2.0,2.0,1130.21,"Atlantic City, Erbil",https://homele.com/properties/modern-2-bedroom-apartment-for-sale-70761,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 105m², the price is $64,000. - Building 20، 7th floor, Apt.3 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 7","['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",Apartment,64000.0,Iraq,56.62664460586971,42,215,6,35,9,90,1,1,1,0,0,0,0,0,6
