title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country
Cozy Apartment in Lebanese Village,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/cozy-apartment-in-lebanese-village-58937,"Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $55,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Storage Space', 'Reception', '24hr Electricity']",Apartment,"$55,000",Iraq
Family Home with Spacious Layout,4,3,1614.59 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/family-home-with-spacious-layout-73561,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $125,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Kitchen Counter']",House,"$125,000",Iraq
Modern House,4,5,2604.86 sqft,"Aram Village 2, Erbil",https://homele.com/properties/modern-house-80452,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m², the price is $242,500. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 5 Bathrooms",[],House,"$242,500",Iraq
Luxurious Villa in Sulaymaniyah,N/A,N/A,5285.07 sqft,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/luxurious-villa-in-sulaymaniyah-74591,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 491m², the price is $441,900.","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$441,900",Iraq
Spacious Apartment on 3rd Floor,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/spacious-apartment-on-3rd-floor-58959,"Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $55,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Storage Space', 'Reception', '24hr Electricity']",Apartment,"$55,000",Iraq
Modern Studio Apartment in Rami Towers,Studio,1,861.11 sqft,"Rami Towers, Erbil",https://homele.com/properties/modern-studio-apartment-in-rami-towers-80417,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 80m², the price is $55,000. Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 14","['Balcony', 'Parking Spaces', '24hr Electricity', 'Green Area', '24hr Water', 'Kitchen Counter']",Apartment,"$55,000",Iraq
Spacious Apartment on 6th Floor,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/spacious-apartment-on-6th-floor-58977,"Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $55,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 6","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Storage Space', 'Reception', '24hr Electricity']",Apartment,"$55,000",Iraq
Internal View Apartment,1,1,1130.21 sqft,"Rami Towers, Erbil",https://homele.com/properties/internal-view-apartment-80415,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m², the price is $80,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom - Floor number: 17","['Balcony', 'Parking Spaces', '24hr Electricity', 'Green Area', '24hr Water', 'Kitchen Counter']",Apartment,"$80,000",Iraq
Spacious Apartment on 9th Floor,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/spacious-apartment-on-9th-floor-58980,"Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $55,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 9","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Storage Space', 'Reception', '24hr Electricity']",Apartment,"$55,000",Iraq
Modern apartment with stunning views,3,2,1980.56 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-with-stunning-views-68709,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 184m², the price is $140,000. - project view payment plan: - Down payment $35,000 - with the Structure $35,000 - Handover the key $35,000 - Remaining amount $35,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor Number: 16",[],Apartment,"$140,000",Iraq
Modern Apartment in Rami Towers,1,1,1076.39 sqft,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-rami-towers-80416,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 100m², the price is $74,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 18","['Balcony', 'Parking Spaces', '24hr Electricity', 'Green Area', 'Air Conditioners Installed', '24hr Water']",Apartment,"$74,000",Iraq
House for sale in Italian Village 2,4,3,2583.34 sqft,"Italian village 2, Erbil",https://homele.com/properties/house-for-sale-in-italian-village-2-80444,"House For Sale, located in Erbil, Italian village 2, with an area of 240m², the price is $280,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",['Green Area'],House,"$280,000",Iraq
Corner House,5,3,2572.57 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/corner-house-80441,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 239m², the price is $220,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,"$220,000",Iraq
Spacious house in Italian Village 1,4,4,4305.56 sqft,"Italian Village 1, Erbil",https://homele.com/properties/spacious-house-in-italian-village-1-80436,"House For Sale, located in Erbil, Italian Village 1, with an area of 400m², the price is $700,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 1",[],House,"$700,000",Iraq
Modern 2-Bedroom Apartment in Rami Towers,2,2,1829.86 sqft,"Rami Towers, Erbil",https://homele.com/properties/modern-2-bedroom-apartment-in-rami-towers-80432,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 170m², the price is $117,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 17",[],Apartment,"$117,500",Iraq
Cozy Studio Apartment in Rami Towers,Studio,1,818.06 sqft,"Rami Towers, Erbil",https://homele.com/properties/cozy-studio-apartment-in-rami-towers-80414,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 76m², the price is $52,000. Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 20",[],Apartment,"$52,000",Iraq
Spacious 4-Bedroom Apartment in Aram Village 2,4,5,2970.84 sqft,"Aram Village 2, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-in-aram-village-2-80443,"Apartment For Sale, located in Erbil, Aram Village 2, with an area of 276m², the price is $262,500. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 5 Bathrooms",[],Apartment,"$262,500",Iraq
Studio Apartment For Sale,Studio,1,861.11 sqft,"Rami Towers, Erbil",https://homele.com/properties/studio-apartment-for-sale-80412,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 80m², the price is $56,000 (Negotiable). Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19",[],Apartment,"$56,000",Iraq
Cozy 2-Bedroom Apartment in Sulaymaniyah,2,2,1184.03 sqft,"Shari Nmwnayi, Sulaymaniyah",https://homele.com/properties/cozy-2-bedroom-apartment-in-sulaymaniyah-80442,"Apartment For Sale, located in Sulaymaniyah, Shari Nmwnayi, with an area of 110m², the price is $45,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: G",['Storage Space'],Apartment,"$45,000",Iraq
Modern Apartment in Rami Towers,1,1,1076.39 sqft,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-rami-towers-80411,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 100m², the price is $75,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 21",[],Apartment,"$75,000",Iraq
Cozy Living Space,4,2,2152.78 sqft,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/cozy-living-space-72445,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m², the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",House,"$126,940",Iraq
Cozy Apartment in Erbil,1,1,1184.03 sqft,"Alaska Towers, Erbil",https://homele.com/properties/cozy-apartment-in-erbil-75748,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 110m², the price is $84,700. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 6","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$84,700",Iraq
Furnished Apartment For Sale,2,2,1248.61 sqft,"Life Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-80431,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 116m², the price is $88,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3",[],Apartment,"$88,000",Iraq
Cozy 1 Bedroom Apartment in Rami Towers,1,1,1022.57 sqft,"Rami Towers, Erbil",https://homele.com/properties/cozy-1-bedroom-apartment-in-rami-towers-80429,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 95m², the price is $76,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12",[],Apartment,"$76,000",Iraq
Modern 2-Bedroom Apartment,2,2,1345.49 sqft,"Life Towers, Erbil",https://homele.com/properties/modern-2-bedroom-apartment-80427,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 125m², the price is $105,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 1",[],Apartment,"$105,000",Iraq
Apartment (1+1),1,1,968.75 sqft,"Rami Towers, Erbil",https://homele.com/properties/apartment-11-80424,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 90m², the price is $72,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 4",[],Apartment,"$72,000",Iraq
Modern Apartment in Erbil Life Towers,2,2,1248.61 sqft,"Life Towers, Erbil",https://homele.com/properties/modern-apartment-in-erbil-life-towers-80420,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 116m², the price is $88,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 4",[],Apartment,"$88,500",Iraq
One Floor House,1,1,1076.39 sqft,"Kolaki Gawra, Erbil",https://homele.com/properties/one-floor-house-80418,"House For Sale, located in Erbil, Kolaki Gawra, with an area of 100m², the price is $28,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom","['24hr Electricity', 'Garret Room', '24hr Water']",House,"$28,000",Iraq
Cozy 3BR Apartment in Erbil,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/cozy-3br-apartment-in-erbil-58978,"Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $55,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 8","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Storage Space', 'Reception', '24hr Electricity']",Apartment,"$55,000",Iraq
Furnished Apartment For Sale,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/furnished-apartment-for-sale-58942,"Furnished Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $60,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 7","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",Apartment,"$60,000",Iraq
4-Bedroom House for Sale in Erbil,4,5,2604.86 sqft,"Aram Village 2, Erbil",https://homele.com/properties/4-bedroom-house-for-sale-in-erbil-80388,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m², the price is $232,500. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 5 Bathrooms","['Balcony', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', '24hr Electricity', 'Mosque']",House,"$232,500",Iraq
Modern Villa with Easy Payment Plan,4,4,3229.17 sqft,"Beirut Palace, Erbil",https://homele.com/properties/modern-villa-with-easy-payment-plan-59281,"House For Sale, located in Erbil, Beirut Palace, with an area of 300m², the price is $270,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",House,"$270,000",Iraq
Residential Apartment For Sale,1,1,1367.02 sqft,"Empire Diamond, Erbil",https://homele.com/properties/residential-apartment-for-sale-80404,"Furnished Apartment For Sale, located in Erbil, Empire Diamond, with an area of 127m², the price is $100,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom - Floor number: 5","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",Apartment,"$100,000",Iraq
Apartment (2+1),2,2,1130.21 sqft,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/apartment-21-80579,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 105m², the price is $84,000. - Building B24 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: G","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$84,000",Iraq
Furnished Apartment For Sale,2,2,1593.06 sqft,"Life Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-80372,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 148m², the price is $87,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3","['Double Glazed Windows', 'CCTV Security', 'Reception', '24hr Electricity', 'Internet', 'Market']",Apartment,"$87,000",Iraq
Spacious Family Home in Erbil,6,7,5435.77 sqft,"Nice Village, Erbil",https://homele.com/properties/spacious-family-home-in-erbil-80385,"House For Sale, located in Erbil, Nice Village, with an area of 505m², the price is $479,000. Consists of: - 6 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 7 Bathrooms","['CCTV Security', '24hr Electricity', 'Playground', '24hr Water']",House,"$479,000",Iraq
One Flooe House In Shaweys,1,1,1076.39 sqft,"Shaways, Erbil",https://homele.com/properties/one-flooe-house-in-shaweys-80396,"House For Sale, located in Erbil, Shaways, with an area of 100m², the price is $41,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom - Floor number: 1",[],House,"$41,000",Iraq
Spacious 3 Bedroom Apartment in Erbil,3,3,2152.78 sqft,"Lebanese Village, Erbil",https://homele.com/properties/spacious-3-bedroom-apartment-in-erbil-58936,"Apartment For Sale, located in Erbil, Lebanese Village, with an area of 200m², the price is $55,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 1","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security']",Apartment,"$55,000",Iraq
